property_type,area_type,availability,location,size,area,bath,balcony,price_per_sqft,price
flat,Super built-up  Area,Ready To Move,Thanisandra,1,933.0,2,1,6217.0,0.58
flat,Built-up  Area,Ready To Move,Sarjapur  Road,2,1150.0,2,0,3826.0,0.44
flat,Super built-up  Area,Ready To Move,Benson Town,4,3633.0,6,2,15139.0,5.5
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,3,1380.0,3,3,9420.0,1.3
flat,Built-up  Area,Ready To Move,Banjara Layout,2,1050.0,2,1,6190.0,0.65
flat,Super built-up  Area,Ready To Move,other,2,1080.0,2,1,3519.0,0.38
flat,Super built-up  Area,Ready To Move,Harlur,2,1303.0,2,1,6907.0,0.9
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1196.0,2,2,3428.0,0.41
flat,Built-up  Area,Ready To Move,Nagarbhavi,5,2500.0,3,2,7200.0,1.8
house,Plot  Area,Ready To Move,Sarjapur  Road,5,1200.0,4,1,7917.0,0.95
flat,Super built-up  Area,18-May,Bommanahalli,3,1250.0,3,2,3280.0,0.41
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,3,1419.0,2,3,6131.0,0.87
flat,Super built-up  Area,Ready To Move,Banashankari,2,1200.0,2,3,4083.0,0.49
flat,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1120.0,2,2,5804.0,0.65
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,1,762.5,1,0,5902.0,0.45
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1245.0,2,1,6024.0,0.75
flat,Built-up  Area,Ready To Move,other,4,3978.0,4,3,10759.0,4.28
flat,Super built-up  Area,Ready To Move,Channasandra,2,1093.0,2,1,3111.0,0.34
flat,Super built-up  Area,18-Jul,Electronic City,2,1025.0,1,1,2634.0,0.27
flat,Super built-up  Area,Ready To Move,Hebbal,2,1345.0,2,1,7212.0,0.97
house,Plot  Area,Ready To Move,other,2,1500.0,2,1,3000.0,0.45
flat,Super built-up  Area,21-Jun,Vijayanagar,2,1180.0,2,1,7288.0,0.86
flat,Super built-up  Area,Ready To Move,NGR Layout,2,1020.0,2,1,4706.0,0.48
flat,Super built-up  Area,Ready To Move,other,3,1800.0,3,3,4722.0,0.85
flat,Super built-up  Area,18-Aug,Konanakunte,4,3621.0,4,1,14112.0,5.11
flat,Super built-up  Area,Ready To Move,other,3,2008.0,3,2,8466.0,1.7
flat,Super built-up  Area,18-Jun,Kothannur,3,1240.0,2,2,3226.0,0.4
flat,Super built-up  Area,Ready To Move,CV Raman Nagar,2,1020.0,2,1,5392.0,0.55
flat,Super built-up  Area,Ready To Move,other,3,2095.0,3,2,6778.0,1.42
flat,Super built-up  Area,Ready To Move,Gunjur,3,1362.0,3,2,4626.0,0.63
flat,Super built-up  Area,Ready To Move,Yelahanka,1,694.0,1,0,4467.0,0.31
flat,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2,2,4986.0,0.7
flat,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1192.0,2,3,3943.0,0.47
house,Plot  Area,Ready To Move,Mahalakshmi Layout,4,1050.0,1,0,3333.0,0.35
flat,Super built-up  Area,Ready To Move,Vittasandra,2,1259.0,2,1,5322.0,0.67
flat,Super built-up  Area,Ready To Move,Kengeri,2,1000.0,2,2,3400.0,0.34
flat,Super built-up  Area,20-Dec,Rachenahalli,2,985.0,2,1,5076.0,0.5
flat,Built-up  Area,Ready To Move,Indira Nagar,1,850.0,1,2,7059.0,0.6
flat,Built-up  Area,Ready To Move,Uttarahalli,3,1650.0,2,1,3030.0,0.5
house,Plot  Area,Ready To Move,Rajaji Nagar,5,2400.0,3,1,13333.0,3.2
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1900.0,4,1,9474.0,1.8
flat,Super built-up  Area,Ready To Move,Ambedkar Nagar,2,1367.0,2,2,6291.0,0.86
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,3,1210.0,2,2,6694.0,0.81
flat,Super built-up  Area,Ready To Move,other,2,1190.0,2,1,4118.0,0.49
flat,Super built-up  Area,Ready To Move,Sarjapur,2,1175.0,2,2,3574.0,0.42
flat,Super built-up  Area,Ready To Move,Whitefield,2,1140.0,2,2,3509.0,0.4
flat,Super built-up  Area,Ready To Move,Hoskote,2,1095.0,2,2,3105.0,0.34
flat,Super built-up  Area,Ready To Move,Attibele,1,782.0,1,0,2558.0,0.2
flat,Super built-up  Area,Ready To Move,Gubbalala,3,1435.0,2,2,5575.0,0.8
flat,Super built-up  Area,Ready To Move,Choodasandra,2,725.0,2,2,4966.0,0.36
flat,Built-up  Area,Ready To Move,other,3,1600.0,2,2,5500.0,0.88
flat,Super built-up  Area,Ready To Move,Hosakerehalli,4,3205.0,4,2,9360.0,3.0
house,Plot  Area,Ready To Move,Vishwapriya Layout,4,720.0,3,1,13194.0,0.95
house,Plot  Area,Ready To Move,other,4,860.0,4,2,14535.0,1.25
flat,Super built-up  Area,19-Jul,Kanakpura Road,3,1703.0,3,2,7634.0,1.3
flat,Super built-up  Area,18-May,Padmanabhanagar,3,1350.0,3,1,5333.0,0.72
flat,Super built-up  Area,Ready To Move,Horamavu Agara,2,1145.0,2,1,3581.0,0.41
flat,Super built-up  Area,18-Apr,Whitefield,2,1216.0,2,1,6168.0,0.75
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1100.0,3,1,5455.0,0.6
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,4,2425.0,5,1,8289.0,2.01
house,Plot  Area,Ready To Move,Kothanur,4,2700.0,4,2,6481.0,1.75
flat,Carpet  Area,Ready To Move,Kanakpura Road,3,1600.0,3,3,5625.0,0.9
flat,Super built-up  Area,17-Oct,Banashankari Stage V,3,1510.0,3,3,3179.0,0.48
flat,Super built-up  Area,Ready To Move,Hosakerehalli,4,3033.0,4,1,10748.0,3.26
house,Plot  Area,Ready To Move,Pai Layout,2,780.0,2,1,9231.0,0.72
flat,Built-up  Area,Ready To Move,Banashankari Stage II,2,1250.0,2,2,8800.0,1.1
house,Plot  Area,Ready To Move,Sarjapur  Road,5,1480.0,4,1,11419.0,1.69
house,Plot  Area,Ready To Move,Horamavu Agara,4,1250.0,4,1,8000.0,1.0
house,Plot  Area,Ready To Move,other,4,1350.0,4,2,11852.0,1.6
flat,Built-up  Area,Ready To Move,Laggere,1,620.0,2,0,7742.0,0.48
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1630.0,3,2,3742.0,0.61
flat,Built-up  Area,Ready To Move,Hennur Road,2,1020.0,2,0,4412.0,0.45
flat,Super built-up  Area,18-Aug,Hosakerehalli,3,1410.0,2,2,3830.0,0.54
flat,Carpet  Area,18-Dec,Bhoganhalli,2,1181.7,2,1,8462.0,1.0
house,Plot  Area,Ready To Move,other,9,1200.0,8,3,22500.0,2.7
flat,Built-up  Area,Ready To Move,KR Puram,4,1200.0,4,0,6917.0,0.83
flat,Super built-up  Area,Ready To Move,Banaswadi,2,1200.0,2,3,5000.0,0.6
flat,Super built-up  Area,Ready To Move,Old Airport Road,2,1050.0,2,2,4762.0,0.5
flat,Super built-up  Area,21-Dec,Whitefield,2,1356.0,2,1,7006.0,0.95
flat,Super built-up  Area,20-Dec,Whitefield,2,1338.0,2,1,7698.0,1.03
flat,Super built-up  Area,Ready To Move,other,1,500.0,1,1,4000.0,0.2
flat,Super built-up  Area,18-Aug,other,3,1280.0,2,1,7812.0,1.0
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1531.0,3,3,3396.0,0.52
flat,Super built-up  Area,18-May,other,4,11000.0,4,1,14545.0,16.0
flat,Built-up  Area,Ready To Move,Anekal,2,620.0,1,1,3871.0,0.24
flat,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1605.0,2,2,4050.0,0.65
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1917.0,3,2,5738.0,1.1
house,Plot  Area,Ready To Move,Nagarbhavi,4,1200.0,3,1,28333.0,3.4
flat,Super built-up  Area,Ready To Move,other,3,2750.0,3,2,34291.0,9.43
flat,Built-up  Area,Ready To Move,Sarjapur  Road,3,1400.0,3,2,3929.0,0.55
flat,Built-up  Area,Ready To Move,Thubarahalli,3,2625.0,3,3,6667.0,1.75
flat,Super built-up  Area,Ready To Move,Hennur Road,3,2041.0,3,3,6271.0,1.28
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,2070.0,4,2,7729.0,1.6
flat,Super built-up  Area,Ready To Move,Hebbal,3,1110.0,3,3,5315.0,0.59
flat,Built-up  Area,Ready To Move,other,3,1650.0,3,1,6667.0,1.1
house,Plot  Area,18-Dec,Ambedkar Nagar,4,3565.0,4,3,7153.0,2.55
flat,Super built-up  Area,19-Dec,Varthur Road,3,1033.0,2,2,2904.0,0.3
flat,Super built-up  Area,Ready To Move,HSR Layout,2,1142.0,2,2,5692.0,0.65
flat,Super built-up  Area,Ready To Move,other,3,1500.0,2,2,5000.0,0.75
flat,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1502.0,3,3,3329.0,0.5
flat,Super built-up  Area,Ready To Move,other,3,1176.0,2,1,3827.0,0.45
flat,Super built-up  Area,18-May,Hosa Road,2,1063.0,2,1,3104.0,0.33
flat,Built-up  Area,Ready To Move,Kammanahalli,2,1100.0,2,1,5455.0,0.6
house,Plot  Area,Ready To Move,other,2,1044.0,2,2,8142.0,0.85
house,Plot  Area,Ready To Move,Sarjapur  Road,3,5400.0,3,2,12963.0,7.0
flat,Built-up  Area,Ready To Move,6th Phase JP Nagar,2,1216.0,2,2,4934.0,0.6
flat,Super built-up  Area,Ready To Move,other,3,1425.0,3,2,3860.0,0.55
house,Plot  Area,Ready To Move,other,8,1200.0,8,2,12500.0,1.5
flat,Super built-up  Area,Ready To Move,Hosur Road,2,1345.0,2,2,8030.0,1.08
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1248.0,2,1,10417.0,1.3
house,Plot  Area,Ready To Move,other,4,1830.0,4,2,17760.0,3.25
flat,Built-up  Area,Ready To Move,other,2,900.0,1,0,14444.0,1.3
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1025.0,2,1,3512.0,0.36
house,Plot  Area,Ready To Move,other,2,840.0,1,1,11786.0,0.99
flat,Super built-up  Area,Ready To Move,Kadubeesanahalli,3,1424.0,2,2,5267.0,0.75
flat,Built-up  Area,Ready To Move,EPIP Zone,3,2500.0,3,1,10720.0,2.68
flat,Super built-up  Area,18-Aug,other,2,1285.0,2,2,3502.0,0.45
flat,Super built-up  Area,Ready To Move,Babusapalaya,2,1450.0,2,1,3862.0,0.56
flat,Super built-up  Area,18-May,Raja Rajeshwari Nagar,2,1160.0,2,1,6034.0,0.7
house,Plot  Area,Ready To Move,Yelahanka New Town,3,2700.0,3,0,12963.0,3.5
house,Plot  Area,18-Apr,other,3,2000.0,2,2,4750.0,0.95
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1125.0,2,1,4267.0,0.48
flat,Built-up  Area,Ready To Move,Old Madras Road,4,3900.0,4,2,4487.0,1.75
flat,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1133.0,2,1,3354.0,0.38
flat,Super built-up  Area,Ready To Move,Arekere,2,1240.0,2,2,4839.0,0.6
flat,Super built-up  Area,22-Nov,Devanahalli,3,1466.0,3,3,5321.0,0.78
flat,Super built-up  Area,Ready To Move,other,4,3870.0,4,2,10620.0,4.11
flat,Built-up  Area,Ready To Move,Kaggadasapura,2,1225.0,2,2,3918.0,0.48
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1300.0,2,1,4154.0,0.54
flat,Super built-up  Area,19-May,Thanisandra,3,1996.0,4,1,6162.0,1.23
flat,Super built-up  Area,Ready To Move,other,3,1320.0,2,2,4167.0,0.55
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,3,1800.0,3,2,13333.0,2.4
flat,Super built-up  Area,Ready To Move,other,3,1835.0,3,3,9537.0,1.75
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1435.0,3,2,6272.0,0.9
flat,Super built-up  Area,Ready To Move,Rayasandra,3,1601.0,3,3,4372.0,0.7
flat,Super built-up  Area,Ready To Move,Kadubeesanahalli,2,1257.0,2,2,7399.0,0.93
flat,Super built-up  Area,Ready To Move,Iblur Village,4,3596.0,5,1,7230.0,2.6
flat,Super built-up  Area,Ready To Move,Kasavanhalli,2,1309.0,2,2,7257.0,0.95
house,Plot  Area,Ready To Move,Yeshwanthpur,2,1362.0,2,0,7342.0,1.0
flat,Super built-up  Area,Ready To Move,Whitefield,2,1115.0,2,1,4933.0,0.55
flat,Super built-up  Area,18-Nov,other,2,1322.0,2,1,4690.0,0.62
flat,Super built-up  Area,Ready To Move,other,3,1450.0,2,1,4483.0,0.65
flat,Super built-up  Area,Ready To Move,Banashankari,2,1185.0,2,2,5654.0,0.67
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1790.0,3,3,6704.0,1.2
house,Plot  Area,Ready To Move,Whitefield,3,3450.0,4,2,6029.0,2.08
flat,Super built-up  Area,Ready To Move,Budigere,1,693.0,1,0,3896.0,0.27
house,Plot  Area,Ready To Move,Sarjapur  Road,4,5400.0,4,2,13889.0,7.5
flat,Super built-up  Area,Ready To Move,Devanahalli,1,775.0,1,0,5032.0,0.39
flat,Built-up  Area,Ready To Move,Hoodi,2,1000.0,2,2,4800.0,0.48
flat,Super built-up  Area,19-Mar,Thanisandra,2,1183.0,2,1,6509.0,0.77
flat,Super built-up  Area,Ready To Move,other,1,425.0,1,1,3529.0,0.15
flat,Built-up  Area,Ready To Move,other,2,820.0,2,2,3659.0,0.3
flat,Built-up  Area,Ready To Move,Hebbal,2,1200.0,2,2,4333.0,0.52
flat,Super built-up  Area,18-Jun,Ramagondanahalli,2,1151.0,2,2,3823.0,0.44
flat,Super built-up  Area,Ready To Move,Hulimavu,3,1320.0,2,2,4470.0,0.59
flat,Carpet  Area,18-Apr,other,3,1450.0,3,2,4690.0,0.68
flat,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,1270.0,2,3,4016.0,0.51
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1847.0,3,2,6659.0,1.23
flat,Super built-up  Area,18-May,Devanahalli,1,1020.0,2,1,4902.0,0.5
flat,Super built-up  Area,Ready To Move,other,4,2380.0,4,3,10168.0,2.42
flat,Super built-up  Area,18-Aug,Haralur Road,4,2805.0,4,3,5490.0,1.54
flat,Super built-up  Area,18-Jun,Mysore Road,3,1360.0,3,0,3529.0,0.48
flat,Super built-up  Area,Ready To Move,Brookefield,2,1089.0,2,1,4500.0,0.49
flat,Super built-up  Area,Ready To Move,Yelahanka,2,1115.0,2,2,5381.0,0.6
flat,Super built-up  Area,Ready To Move,Kudlu Gate,2,1215.0,2,1,3704.0,0.45
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1194.0,2,1,4271.0,0.51
flat,Super built-up  Area,18-Dec,Kannamangala,3,1536.0,3,1,6771.0,1.04
flat,Super built-up  Area,Ready To Move,Hennur,2,1255.0,2,2,4462.0,0.56
flat,Super built-up  Area,17-Oct,Electronic City,3,1571.0,3,2,5283.0,0.83
house,Plot  Area,Ready To Move,other,2,900.0,1,0,7778.0,0.7
flat,Super built-up  Area,Ready To Move,other,2,1517.0,2,2,8240.0,1.25
flat,Super built-up  Area,Ready To Move,Budigere,1,664.0,1,1,5271.0,0.35
flat,Super built-up  Area,Ready To Move, Devarachikkanahalli,2,1230.0,2,1,4715.0,0.58
flat,Super built-up  Area,Ready To Move,Hegde Nagar,2,1340.0,2,2,5373.0,0.72
flat,Super built-up  Area,Ready To Move,Attibele,2,1175.0,2,1,2468.0,0.29
house,Plot  Area,Ready To Move,Benson Town,4,3569.0,4,1,16811.0,6.0
flat,Super built-up  Area,Ready To Move,Sarjapur,2,1240.0,2,2,3468.0,0.43
flat,Built-up  Area,Ready To Move,other,3,1360.0,2,0,11029.0,1.5
flat,Super built-up  Area,Ready To Move,Electronic City,3,1470.0,2,1,2993.0,0.44
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680.0,3,2,6964.0,1.17
flat,Super built-up  Area,Ready To Move,other,2,1000.0,2,2,3500.0,0.35
flat,Super built-up  Area,Ready To Move,Gunjur,2,1071.0,2,1,4762.0,0.51
flat,Built-up  Area,Ready To Move,Frazer Town,4,3435.0,2,1,9927.0,3.41
flat,Super built-up  Area,19-Dec,other,3,3144.0,3,1,14472.0,4.55
flat,Built-up  Area,Ready To Move,Kalyan nagar,2,1190.0,2,1,5042.0,0.6
flat,Super built-up  Area,21-May,Kanakpura Road,2,1283.0,2,2,4910.0,0.63
flat,Built-up  Area,Ready To Move,Mallasandra,2,1325.0,2,2,5509.0,0.73
flat,Super built-up  Area,Ready To Move,Whitefield,2,1105.0,2,1,3167.0,0.35
flat,Super built-up  Area,Ready To Move,Banaswadi,3,1600.0,3,2,4625.0,0.74
house,Plot  Area,Ready To Move,other,4,400.0,2,2,8750.0,0.35
flat,Super built-up  Area,Ready To Move,Hennur,2,1100.0,2,1,4091.0,0.45
flat,Super built-up  Area,21-Dec,Talaghattapura,3,2099.0,3,3,7003.0,1.47
flat,Super built-up  Area,Ready To Move,Yelachenahalli,3,1365.0,2,1,5275.0,0.72
flat,Super built-up  Area,Ready To Move,Hebbal Kempapura,2,1485.0,3,3,8889.0,1.32
flat,Super built-up  Area,Ready To Move,Hosur Road,2,1250.0,2,1,4400.0,0.55
flat,Super built-up  Area,Ready To Move,Bellandur,2,1170.0,2,1,4017.0,0.47
flat,Super built-up  Area,19-Jul,Kanakpura Road,2,1328.0,2,3,6852.0,0.91
flat,Super built-up  Area,19-Mar,Hennur Road,2,1232.0,2,1,7062.0,0.87
flat,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,1180.0,2,2,7458.0,0.88
flat,Super built-up  Area,Ready To Move,Electronic City,3,1350.0,3,2,4889.0,0.66
flat,Super built-up  Area,Ready To Move,Nagasandra,4,2400.0,4,1,6042.0,1.45
flat,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1020.0,2,2,3137.0,0.32
flat,Super built-up  Area,Ready To Move,Begur Road,3,1410.0,2,3,3475.0,0.49
flat,Built-up  Area,Ready To Move,other,3,2159.0,3,2,5558.0,1.2
flat,Super built-up  Area,18-Apr,TC Palaya,3,1200.0,2,0,5500.0,0.66
flat,Super built-up  Area,18-Sep,Whitefield,2,1074.0,2,1,4004.0,0.43
house,Plot  Area,18-Nov,other,3,1200.0,3,2,6000.0,0.72
flat,Super built-up  Area,18-Apr,Sarjapur,3,1170.0,2,2,2991.0,0.35
flat,Super built-up  Area,21-Jun,Tumkur Road,1,728.5,1,0,4255.0,0.31
house,Plot  Area,Ready To Move,other,5,900.0,6,1,10556.0,0.95
flat,Built-up  Area,Ready To Move,other,6,1850.0,3,0,9459.0,1.75
flat,Built-up  Area,Ready To Move,other,1,510.0,1,0,6667.0,0.34
flat,Super built-up  Area,Ready To Move,Mahadevpura,3,1601.0,3,2,5934.0,0.95
flat,Super built-up  Area,18-Mar,Begur Road,2,952.0,2,1,4412.0,0.42
flat,Super built-up  Area,Ready To Move,other,2,1166.0,2,3,5575.0,0.65
flat,Built-up  Area,Ready To Move,other,3,2700.0,2,1,9630.0,2.6
flat,Built-up  Area,Ready To Move,Electronic City Phase II,4,1900.0,3,1,5105.0,0.97
house,Plot  Area,Ready To Move,other,3,1350.0,2,0,12963.0,1.75
flat,Super built-up  Area,18-Aug,Haralur Road,3,1520.0,2,2,6316.0,0.96
house,Plot  Area,Ready To Move,other,4,2100.0,6,3,4762.0,1.0
flat,Super built-up  Area,Ready To Move,Yelenahalli,2,1175.0,2,2,4255.0,0.5
flat,Super built-up  Area,Ready To Move,Bharathi Nagar,2,1432.0,2,2,4749.0,0.68
flat,Super built-up  Area,18-Jun,Bommasandra Industrial Area,2,1005.0,2,1,3980.0,0.4
flat,Super built-up  Area,Ready To Move,Rajiv Nagar,2,1309.0,2,1,6112.0,0.8
flat,Super built-up  Area,Ready To Move,Dairy Circle,3,2251.0,4,2,16437.0,3.7
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1050.0,2,1,7333.0,0.77
house,Plot  Area,Ready To Move,Sanjay nagar,3,2400.0,3,3,12917.0,3.1
flat,Super built-up  Area,Ready To Move,Begur Road,3,1565.0,2,2,3578.0,0.56
flat,Built-up  Area,Ready To Move,other,2,940.0,2,1,5957.0,0.56
flat,Super built-up  Area,18-Jun,other,2,1015.0,2,1,3941.0,0.4
house,Plot  Area,Ready To Move,BTM 2nd Stage,3,2400.0,2,0,15000.0,3.6
flat,Super built-up  Area,Ready To Move,Electronic City,3,1652.0,3,3,6659.0,1.1
flat,Super built-up  Area,Ready To Move,Whitefield,2,1100.0,2,2,4727.0,0.52
flat,Super built-up  Area,Ready To Move,Rajiv Nagar,4,2340.0,4,1,6197.0,1.45
flat,Super built-up  Area,21-Jul,Koramangala,2,1084.0,2,1,16513.0,1.79
house,Plot  Area,Ready To Move,Kammanahalli,2,1200.0,1,1,6750.0,0.81
flat,Super built-up  Area,Ready To Move,other,3,1400.0,3,3,4929.0,0.69
house,Plot  Area,16-Mar,HBR Layout,4,2400.0,5,0,13333.0,3.2
flat,Super built-up  Area,18-Jul,Electronic City Phase II,2,1020.0,2,1,2647.0,0.27
flat,Super built-up  Area,Ready To Move,Whitefield,2,1267.0,2,1,7103.0,0.9
flat,Super built-up  Area,Ready To Move,Bhoganhalli,4,2439.0,4,3,7585.0,1.85
flat,Built-up  Area,18-Dec,Electronic City,3,1320.0,2,1,2879.0,0.38
flat,Super built-up  Area,18-Apr,Ananth Nagar,2,1000.0,2,1,3000.0,0.3
flat,Built-up  Area,Ready To Move,Whitefield,4,5000.0,5,2,11000.0,5.5
flat,Built-up  Area,Ready To Move,KR Puram,6,2500.0,6,3,2320.0,0.58
house,Plot  Area,Ready To Move,Kengeri Satellite Town,2,2480.0,2,1,6452.0,1.6
flat,Built-up  Area,Ready To Move,Kalyan nagar,2,1086.0,2,2,4052.0,0.44
flat,Super built-up  Area,18-Nov,Kengeri,1,416.0,1,1,4327.0,0.18
flat,Built-up  Area,Ready To Move,Hennur Road,2,1066.0,2,1,4878.0,0.52
flat,Super built-up  Area,Ready To Move,OMBR Layout,3,1730.0,3,1,5376.0,0.93
flat,Super built-up  Area,20-Jan,Balagere,2,1205.0,2,1,5311.0,0.64
flat,Super built-up  Area,Ready To Move,Marathahalli,4,2500.0,5,2,7000.0,1.75
flat,Super built-up  Area,Ready To Move,Subramanyapura,2,960.0,2,1,5729.0,0.55
flat,Super built-up  Area,18-Jul,Haralur Road,3,1510.0,3,2,5497.0,0.83
flat,Built-up  Area,Ready To Move,other,4,1600.0,4,2,5625.0,0.9
flat,Built-up  Area,Ready To Move,Old Madras Road,3,2300.0,3,2,6174.0,1.42
flat,Built-up  Area,Ready To Move,other,2,1000.0,2,1,6300.0,0.63
flat,Super built-up  Area,19-Sep,Hormavu,3,1553.0,2,2,3735.0,0.58
flat,Super built-up  Area,18-Aug,Seegehalli,2,1134.0,2,2,3968.0,0.45
house,Plot  Area,Ready To Move,Nagasandra,4,600.0,4,2,13333.0,0.8
house,Plot  Area,Ready To Move,Horamavu Agara,5,2400.0,3,3,3333.0,0.8
house,Plot  Area,18-Nov,Whitefield,4,2400.0,4,1,5958.0,1.43
flat,Super built-up  Area,Ready To Move,other,2,1350.0,2,2,4815.0,0.65
flat,Super built-up  Area,Ready To Move,Sarjapur,2,1032.0,2,1,4070.0,0.42
flat,Super built-up  Area,Ready To Move,other,3,1998.0,3,2,5856.0,1.17
flat,Super built-up  Area,18-Aug,Murugeshpalya,2,1225.0,2,2,3918.0,0.48
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1262.0,2,2,5309.0,0.67
flat,Super built-up  Area,18-Jun,Kothannur,2,1070.0,2,2,3645.0,0.39
flat,Built-up  Area,21-Dec,other,2,950.0,2,1,3474.0,0.33
flat,Super built-up  Area,18-Mar,Balagere,2,1012.0,2,1,5336.0,0.54
flat,Built-up  Area,Ready To Move,TC Palaya,2,1000.0,2,0,7000.0,0.7
flat,Super built-up  Area,Ready To Move,Kadugodi,2,1394.0,2,2,4017.0,0.56
flat,Super built-up  Area,Ready To Move,Amruthahalli,3,1450.0,2,1,5862.0,0.85
flat,Super built-up  Area,Ready To Move,other,1,527.0,1,0,6641.0,0.35
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1693.0,3,2,7383.0,1.25
flat,Super built-up  Area,Ready To Move,Horamavu Agara,2,1000.0,2,1,4600.0,0.46
flat,Built-up  Area,Ready To Move,Kogilu,2,952.0,2,2,5147.0,0.49
flat,Super built-up  Area,Ready To Move,Kengeri,1,1200.0,1,1,1167.0,0.14
flat,Super built-up  Area,19-Apr,Mysore Road,3,1410.0,2,2,4539.0,0.64
flat,Super built-up  Area,Ready To Move,Hebbal Kempapura,2,1400.0,2,2,7714.0,1.08
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1826.0,3,2,6846.0,1.25
flat,Super built-up  Area,18-Jun,Hosur Road,3,1689.0,3,2,6098.0,1.03
flat,Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2,1,2884.0,0.31
flat,Super built-up  Area,Ready To Move,Hennur,2,960.0,2,1,5000.0,0.48
flat,Built-up  Area,Ready To Move,Channasandra,2,808.0,2,1,4950.0,0.4
flat,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,907.0,2,2,4190.0,0.38
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1300.0,2,2,4231.0,0.55
flat,Super built-up  Area,Ready To Move,other,3,1804.0,3,2,8315.0,1.5
flat,Super built-up  Area,Ready To Move,other,3,1350.0,3,2,6000.0,0.81
flat,Super built-up  Area,Ready To Move,Whitefield,3,1836.0,3,2,6808.0,1.25
flat,Super built-up  Area,Ready To Move,other,2,826.0,2,2,4358.0,0.36
flat,Super built-up  Area,Ready To Move,Hormavu,2,1200.0,2,3,5667.0,0.68
flat,Super built-up  Area,18-Dec,1st Block Koramangala,4,3000.0,3,3,10000.0,3.0
house,Plot  Area,Ready To Move,Indira Nagar,4,2400.0,4,2,16875.0,4.05
house,Plot  Area,Ready To Move,Hoskote,4,1200.0,4,3,11667.0,1.4
flat,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,965.0,2,2,5803.0,0.56
flat,Carpet  Area,Ready To Move,Kothannur,4,2000.0,4,2,4750.0,0.95
flat,Super built-up  Area,Ready To Move,Bhoganhalli,3,1395.0,2,2,5018.0,0.7
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1660.0,3,2,6988.0,1.16
flat,Super built-up  Area,Ready To Move,other,2,935.0,2,2,3743.0,0.35
flat,Super built-up  Area,Ready To Move,other,2,1180.0,2,1,3305.0,0.39
